formula_id,product,brand,volume_ml,retail_usd,ingredient_name,material_class,inci_position,technology,concentration_low_pct,concentration_base_pct,concentration_high_pct,amount_low_g,amount_base_g,amount_high_g,amount_basis,estimate_class,included_in_peptide_mass,product_source_url,basis_source_url
medik8_advanced,Liquid Peptides Advanced MP,Medik8,30,95.00,Palmitoyl Tetrapeptide-10,lipopeptide,19,,3e-05,0.0003,0.003,9e-06,9e-05,0.0009,INCI position 19 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://us.medik8.com/products/liquid-peptides-advanced-mp,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
medik8_advanced,Liquid Peptides Advanced MP,Medik8,30,95.00,Palmitoyl Tetrapeptide-7,lipopeptide,20,,3e-05,0.0003,0.003,9e-06,9e-05,0.0009,INCI position 20 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://us.medik8.com/products/liquid-peptides-advanced-mp,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
medik8_advanced,Liquid Peptides Advanced MP,Medik8,30,95.00,Acetyl Hexapeptide-8,expression,21,,2e-05,0.0002,0.002,6e-06,6e-05,0.0006,INCI position 21 + expression prior (late zone),modeled_inci_class_prior,yes,https://us.medik8.com/products/liquid-peptides-advanced-mp,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
medik8_advanced,Liquid Peptides Advanced MP,Medik8,30,95.00,Pentapeptide-18,expression,22,,2e-05,0.0002,0.002,6e-06,6e-05,0.0006,INCI position 22 + expression prior (late zone),modeled_inci_class_prior,yes,https://us.medik8.com/products/liquid-peptides-advanced-mp,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
medik8_advanced,Liquid Peptides Advanced MP,Medik8,30,95.00,Oligopeptide-1,growth_factor,23,,1e-07,1e-06,1e-05,3e-08,3e-07,3e-06,INCI position 23 + growth_factor prior (late zone),modeled_inci_class_prior,yes,https://us.medik8.com/products/liquid-peptides-advanced-mp,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
medik8_advanced,Liquid Peptides Advanced MP,Medik8,30,95.00,Arginine/Lysine Polypeptide,polypeptide,24,,1e-06,1e-05,0.0001,3e-07,3e-06,3e-05,INCI position 24 + polypeptide prior (late zone),modeled_inci_class_prior,yes,https://us.medik8.com/products/liquid-peptides-advanced-mp,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
medik8_advanced,Liquid Peptides Advanced MP,Medik8,30,95.00,Copper Palmitoyl Heptapeptide-14,copper,25,,0.0001,0.001,0.01,3e-05,0.0003,0.003,INCI position 25 + copper prior (late zone),modeled_inci_class_prior,yes,https://us.medik8.com/products/liquid-peptides-advanced-mp,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
medik8_advanced,Liquid Peptides Advanced MP,Medik8,30,95.00,Heptapeptide-15 Palmitate,lipopeptide,26,,1e-05,0.0001,0.001,3e-06,3e-05,0.0003,INCI position 26 + lipopeptide prior (late zone),modeled_inci_class_prior,yes,https://us.medik8.com/products/liquid-peptides-advanced-mp,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
medik8_advanced,Liquid Peptides Advanced MP,Medik8,30,95.00,Carnosine,other,27,,5e-06,5e-05,0.0005,1.5e-06,1.5e-05,0.00015,INCI position 27 + other prior (late zone),modeled_inci_class_prior,yes,https://us.medik8.com/products/liquid-peptides-advanced-mp,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
paulas_choice,Pro-Collagen Multi-Peptide Booster,Paula's Choice,20,59.00,Palmitoyl Tetrapeptide-72 Amide,lipopeptide,10,,0.0001,0.001,0.01,2e-05,0.0002,0.002,INCI position 10 + lipopeptide prior (early zone),modeled_inci_class_prior,yes,https://www.paulaschoice.co.uk/pro-collagen-multi-peptide-booster/m3020.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
paulas_choice,Pro-Collagen Multi-Peptide Booster,Paula's Choice,20,59.00,sh-Polypeptide-121,polypeptide,11,,1e-05,0.0001,0.001,2e-06,2e-05,0.0002,INCI position 11 + polypeptide prior (middle zone),modeled_inci_class_prior,yes,https://www.paulaschoice.co.uk/pro-collagen-multi-peptide-booster/m3020.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
paulas_choice,Pro-Collagen Multi-Peptide Booster,Paula's Choice,20,59.00,Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine,lipopeptide,12,,3e-05,0.0003,0.003,6e-06,6e-05,0.0006,INCI position 12 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://www.paulaschoice.co.uk/pro-collagen-multi-peptide-booster/m3020.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
paulas_choice,Pro-Collagen Multi-Peptide Booster,Paula's Choice,20,59.00,Palmitoyl Tripeptide-5,lipopeptide,13,,3e-05,0.0003,0.003,6e-06,6e-05,0.0006,INCI position 13 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://www.paulaschoice.co.uk/pro-collagen-multi-peptide-booster/m3020.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
paulas_choice,Pro-Collagen Multi-Peptide Booster,Paula's Choice,20,59.00,Tridecapeptide-1,other,14,,5e-05,0.0005,0.005,1e-05,0.0001,0.001,INCI position 14 + other prior (middle zone),modeled_inci_class_prior,yes,https://www.paulaschoice.co.uk/pro-collagen-multi-peptide-booster/m3020.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
paulas_choice,Pro-Collagen Multi-Peptide Booster,Paula's Choice,20,59.00,Tetradecyl Aminobutyroylvalylaminobutyric Urea Acetate,other,15,,5e-05,0.0005,0.005,1e-05,0.0001,0.001,INCI position 15 + other prior (middle zone),modeled_inci_class_prior,yes,https://www.paulaschoice.co.uk/pro-collagen-multi-peptide-booster/m3020.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
naturium,Multi-Peptide Advanced Serum,Naturium,30,25.00,Acetyl Hexapeptide-8,expression,16,,0.0002,0.001,0.01,6e-05,0.0003,0.003,INCI position 16 + expression prior (middle zone),modeled_inci_class_prior,yes,https://naturium.com/products/multi-peptide-advanced-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
naturium,Multi-Peptide Advanced Serum,Naturium,30,25.00,Copper Palmitoyl Heptapeptide-14,copper,17,,0.001,0.01,0.05,0.0003,0.003,0.015,INCI position 17 + copper prior (middle zone),modeled_inci_class_prior,yes,https://naturium.com/products/multi-peptide-advanced-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
naturium,Multi-Peptide Advanced Serum,Naturium,30,25.00,Palmitoyl sh-Hexapeptide-13 Serine SP Amide,lipopeptide,18,,3e-05,0.0003,0.003,9e-06,9e-05,0.0009,INCI position 18 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://naturium.com/products/multi-peptide-advanced-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
minimalist,Multi-Peptides 10%,Minimalist,30,12.99,Palmitoyl Tripeptide-1,lipopeptide,4,Matrixyl 3000,0.0007,0.0007,0.0007,0.00021,0.00021,0.00021,official 7% Matrixyl 3000 × supplier assay,published_technology_supplier_assay,yes,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961,https://patents.google.com/patent/US6974799B2/lv
minimalist,Multi-Peptides 10%,Minimalist,30,12.99,Palmitoyl Tetrapeptide-7,lipopeptide,5,Matrixyl 3000,0.00035,0.00035,0.00035,0.000105,0.000105,0.000105,official 7% Matrixyl 3000 × supplier assay,published_technology_supplier_assay,yes,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961,https://patents.google.com/patent/US6974799B2/lv
minimalist,Multi-Peptides 10%,Minimalist,30,12.99,sh-Oligopeptide-1,growth_factor,7,Bio-Placenta,1e-06,1e-05,0.0001,3e-07,3e-06,3e-05,official 3% Bio-Placenta complex; individual assay undisclosed,modeled_with_published_complex,yes,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961
minimalist,Multi-Peptides 10%,Minimalist,30,12.99,sh-Oligopeptide-2,growth_factor,8,Bio-Placenta,1e-06,1e-05,0.0001,3e-07,3e-06,3e-05,official 3% Bio-Placenta complex; individual assay undisclosed,modeled_with_published_complex,yes,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961
minimalist,Multi-Peptides 10%,Minimalist,30,12.99,sh-Polypeptide-1,growth_factor,9,Bio-Placenta,1e-06,1e-05,0.0001,3e-07,3e-06,3e-05,official 3% Bio-Placenta complex; individual assay undisclosed,modeled_with_published_complex,yes,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961
minimalist,Multi-Peptides 10%,Minimalist,30,12.99,sh-Polypeptide-9,growth_factor,10,Bio-Placenta,1e-06,1e-05,0.0001,3e-07,3e-06,3e-05,official 3% Bio-Placenta complex; individual assay undisclosed,modeled_with_published_complex,yes,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961
minimalist,Multi-Peptides 10%,Minimalist,30,12.99,sh-Polypeptide-11,growth_factor,11,Bio-Placenta,1e-06,1e-05,0.0001,3e-07,3e-06,3e-05,official 3% Bio-Placenta complex; individual assay undisclosed,modeled_with_published_complex,yes,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961,https://www.ulta.com/p/multi-peptides-10-anti-aging-face-serum-reduces-fine-lines-wrinkles-mkt77005961
inkey,Collagen Peptide Serum,The INKEY List,30,17.00,Palmitoyl Tripeptide-1,lipopeptide,18,Matrixyl 3000,0.0001,0.0001,0.0001,3e-05,3e-05,3e-05,official 1% Matrixyl 3000 × supplier assay,published_or_supplier_derived,yes,https://uk.theinkeylist.com/collections/myinkey-loyalty-points/products/collagen-peptide-serum,https://uk.theinkeylist.com/collections/myinkey-loyalty-points/products/collagen-peptide-serum
inkey,Collagen Peptide Serum,The INKEY List,30,17.00,Palmitoyl Tetrapeptide-7,lipopeptide,17,Matrixyl 3000,5e-05,5e-05,5e-05,1.5e-05,1.5e-05,1.5e-05,official 1% Matrixyl 3000 × supplier assay,published_or_supplier_derived,yes,https://uk.theinkeylist.com/collections/myinkey-loyalty-points/products/collagen-peptide-serum,https://uk.theinkeylist.com/collections/myinkey-loyalty-points/products/collagen-peptide-serum
inkey,Collagen Peptide Serum,The INKEY List,30,17.00,Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine,lipopeptide,13,,3e-05,0.0003,0.003,9e-06,9e-05,0.0009,INCI position 13 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://uk.theinkeylist.com/collections/myinkey-loyalty-points/products/collagen-peptide-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
inkey,Collagen Peptide Serum,The INKEY List,30,17.00,Palmitoyl Dipeptide-5 Diaminohydroxybutyrate,lipopeptide,14,,3e-05,0.0003,0.003,9e-06,9e-05,0.0009,INCI position 14 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://uk.theinkeylist.com/collections/myinkey-loyalty-points/products/collagen-peptide-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
timeless_m3000,Matrixyl 3000 Serum,Timeless,30,27.95,Palmitoyl Tripeptide-1,lipopeptide,2,Matrixyl 3000,0.0008,0.0008,0.0008,0.00024,0.00024,0.00024,official 8% Matrixyl 3000 × supplier assay,published_or_supplier_derived,yes,https://www.timelessha.com/products/matrixyl-3000-serum-1-oz,https://www.timelessha.com/products/matrixyl-3000-serum-1-oz
timeless_m3000,Matrixyl 3000 Serum,Timeless,30,27.95,Palmitoyl Tetrapeptide-7,lipopeptide,2,Matrixyl 3000,0.0004,0.0004,0.0004,0.00012,0.00012,0.00012,official 8% Matrixyl 3000 × supplier assay,published_or_supplier_derived,yes,https://www.timelessha.com/products/matrixyl-3000-serum-1-oz,https://www.timelessha.com/products/matrixyl-3000-serum-1-oz
timeless_s6,Matrixyl Synthe'6 Serum,Timeless,30,28.95,Palmitoyl Tripeptide-38,lipopeptide,2,Matrixyl Synthe'6,0.0005,0.0005,0.0005,0.00015,0.00015,0.00015,official 2% Synthe'6 × supplier assay,published_or_supplier_derived,yes,https://www.timelessha.com/products/matrixyl-synthe6-serum-1-oz,https://www.timelessha.com/products/matrixyl-synthe6-serum-1-oz
cosrx_blue,Blue Peptide Bakuchiol Plump Glow Serum,COSRX,50,27.00,Copper Tripeptide-1,copper,11,,0.001,0.01,0.05,0.0005,0.005,0.025,INCI position 11 + copper prior (middle zone),modeled_inci_class_prior,yes,https://www.cosrx.com/collections/new/products/cosrx-the-blue-peptide-bakuchiol-plump-glow-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_blue,Blue Peptide Bakuchiol Plump Glow Serum,COSRX,50,27.00,Dipeptide Diaminobutyroyl Benzylamide Diacetate,expression,24,,2e-05,0.0002,0.002,1e-05,0.0001,0.001,INCI position 24 + expression prior (late zone),modeled_inci_class_prior,yes,https://www.cosrx.com/collections/new/products/cosrx-the-blue-peptide-bakuchiol-plump-glow-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_blue,Blue Peptide Bakuchiol Plump Glow Serum,COSRX,50,27.00,Acetyl Hexapeptide-1,expression,25,,2e-05,0.0002,0.002,1e-05,0.0001,0.001,INCI position 25 + expression prior (late zone),modeled_inci_class_prior,yes,https://www.cosrx.com/collections/new/products/cosrx-the-blue-peptide-bakuchiol-plump-glow-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_blue,Blue Peptide Bakuchiol Plump Glow Serum,COSRX,50,27.00,Acetyl Heptapeptide-4,other,26,,5e-06,5e-05,0.0005,2.5e-06,2.5e-05,0.00025,INCI position 26 + other prior (late zone),modeled_inci_class_prior,yes,https://www.cosrx.com/collections/new/products/cosrx-the-blue-peptide-bakuchiol-plump-glow-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_blue,Blue Peptide Bakuchiol Plump Glow Serum,COSRX,50,27.00,Acetyl Hexapeptide-8,expression,29,,2e-05,0.0002,0.002,1e-05,0.0001,0.001,INCI position 29 + expression prior (late zone),modeled_inci_class_prior,yes,https://www.cosrx.com/collections/new/products/cosrx-the-blue-peptide-bakuchiol-plump-glow-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_blue,Blue Peptide Bakuchiol Plump Glow Serum,COSRX,50,27.00,Acetyl Octapeptide-3,expression,40,,2e-05,0.0002,0.002,1e-05,0.0001,0.001,INCI position 40 + expression prior (late zone),modeled_inci_class_prior,yes,https://www.cosrx.com/collections/new/products/cosrx-the-blue-peptide-bakuchiol-plump-glow-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_six,The 6 Peptide Skin Booster Serum,COSRX,150,25.00,Acetyl Hexapeptide-8,expression,7,,0.001,0.005,0.02,0.0015,0.0075,0.03,INCI position 7 + expression prior (early zone),modeled_inci_class_prior,yes,https://www.cosrx.com/products/the-6-peptide-skin-booster-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_six,The 6 Peptide Skin Booster Serum,COSRX,150,25.00,Copper Tripeptide-1,copper,8,,0.005,0.02,0.1,0.0075,0.03,0.15,INCI position 8 + copper prior (early zone),modeled_inci_class_prior,yes,https://www.cosrx.com/products/the-6-peptide-skin-booster-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_six,The 6 Peptide Skin Booster Serum,COSRX,150,25.00,sh-Polypeptide-121,polypeptide,9,,0.0001,0.001,0.01,0.00015,0.0015,0.015,INCI position 9 + polypeptide prior (early zone),modeled_inci_class_prior,yes,https://www.cosrx.com/products/the-6-peptide-skin-booster-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_six,The 6 Peptide Skin Booster Serum,COSRX,150,25.00,Dipeptide Diaminobutyroyl Benzylamide Diacetate,expression,10,,0.001,0.005,0.02,0.0015,0.0075,0.03,INCI position 10 + expression prior (early zone),modeled_inci_class_prior,yes,https://www.cosrx.com/products/the-6-peptide-skin-booster-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_six,The 6 Peptide Skin Booster Serum,COSRX,150,25.00,Oligopeptide-68,other,11,,5e-05,0.0005,0.005,7.5e-05,0.00075,0.0075,INCI position 11 + other prior (middle zone),modeled_inci_class_prior,yes,https://www.cosrx.com/products/the-6-peptide-skin-booster-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
cosrx_six,The 6 Peptide Skin Booster Serum,COSRX,150,25.00,Palmitoyl Tripeptide-8,lipopeptide,12,,3e-05,0.0003,0.003,4.5e-05,0.00045,0.0045,INCI position 12 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://www.cosrx.com/products/the-6-peptide-skin-booster-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
dermae,Advanced Peptides & Flora-Collagen Serum,DERMA E,30,31.95,Acetyl Hexapeptide-8,expression,4,,0.001,0.005,0.02,0.0003,0.0015,0.006,INCI position 4 + expression prior (early zone),modeled_inci_class_prior,yes,https://dermae.com/products/advanced-peptides-and-flora-collagen-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
dermae,Advanced Peptides & Flora-Collagen Serum,DERMA E,30,31.95,Palmitoyl Tripeptide-38,lipopeptide,7,,0.0001,0.001,0.01,3e-05,0.0003,0.003,INCI position 7 + lipopeptide prior (early zone),modeled_inci_class_prior,yes,https://dermae.com/products/advanced-peptides-and-flora-collagen-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
drunk_elephant,Protini Polypeptide Cream,Drunk Elephant,50,72.00,sh-Oligopeptide-1,growth_factor,10,,1e-05,0.0001,0.001,5e-06,5e-05,0.0005,INCI position 10 + growth_factor prior (early zone),modeled_inci_class_prior,yes,https://www.drunkelephant.com/protini-polypeptide-cream-50-ml-856556004739.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
drunk_elephant,Protini Polypeptide Cream,Drunk Elephant,50,72.00,sh-Oligopeptide-2,growth_factor,11,,1e-06,1e-05,0.0001,5e-07,5e-06,5e-05,INCI position 11 + growth_factor prior (middle zone),modeled_inci_class_prior,yes,https://www.drunkelephant.com/protini-polypeptide-cream-50-ml-856556004739.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
drunk_elephant,Protini Polypeptide Cream,Drunk Elephant,50,72.00,sh-Polypeptide-1,growth_factor,12,,1e-06,1e-05,0.0001,5e-07,5e-06,5e-05,INCI position 12 + growth_factor prior (middle zone),modeled_inci_class_prior,yes,https://www.drunkelephant.com/protini-polypeptide-cream-50-ml-856556004739.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
drunk_elephant,Protini Polypeptide Cream,Drunk Elephant,50,72.00,sh-Polypeptide-9,growth_factor,13,,1e-06,1e-05,0.0001,5e-07,5e-06,5e-05,INCI position 13 + growth_factor prior (middle zone),modeled_inci_class_prior,yes,https://www.drunkelephant.com/protini-polypeptide-cream-50-ml-856556004739.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
drunk_elephant,Protini Polypeptide Cream,Drunk Elephant,50,72.00,sh-Polypeptide-11,growth_factor,14,,1e-06,1e-05,0.0001,5e-07,5e-06,5e-05,INCI position 14 + growth_factor prior (middle zone),modeled_inci_class_prior,yes,https://www.drunkelephant.com/protini-polypeptide-cream-50-ml-856556004739.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
drunk_elephant,Protini Polypeptide Cream,Drunk Elephant,50,72.00,Copper Palmitoyl Heptapeptide-14,copper,15,,0.001,0.01,0.05,0.0005,0.005,0.025,INCI position 15 + copper prior (middle zone),modeled_inci_class_prior,yes,https://www.drunkelephant.com/protini-polypeptide-cream-50-ml-856556004739.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
drunk_elephant,Protini Polypeptide Cream,Drunk Elephant,50,72.00,Heptapeptide-15 Palmitate,lipopeptide,16,,3e-05,0.0003,0.003,1.5e-05,0.00015,0.0015,INCI position 16 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://www.drunkelephant.com/protini-polypeptide-cream-50-ml-856556004739.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
drunk_elephant,Protini Polypeptide Cream,Drunk Elephant,50,72.00,Palmitoyl Tetrapeptide-7,lipopeptide,17,,3e-05,0.0003,0.003,1.5e-05,0.00015,0.0015,INCI position 17 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://www.drunkelephant.com/protini-polypeptide-cream-50-ml-856556004739.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
drunk_elephant,Protini Polypeptide Cream,Drunk Elephant,50,72.00,Palmitoyl Tripeptide-1,lipopeptide,18,,3e-05,0.0003,0.003,1.5e-05,0.00015,0.0015,INCI position 18 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://www.drunkelephant.com/protini-polypeptide-cream-50-ml-856556004739.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Copper Tripeptide-1,copper,6,,0.2,0.2,0.2,0.06,0.06,0.06,official 0.2% copper peptide,published_claim_conditional,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Acetyl Hexapeptide-8,expression,7,,0.001,0.005,0.02,0.0003,0.0015,0.006,INCI position 7 + expression prior (early zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Palmitoyl Tripeptide-1,lipopeptide,8,,0.0001,0.001,0.01,3e-05,0.0003,0.003,INCI position 8 + lipopeptide prior (early zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Tetrapeptide-21,other,9,,0.0005,0.005,0.05,0.00015,0.0015,0.015,INCI position 9 + other prior (early zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Tetrapeptide-30,other,10,,0.0005,0.005,0.05,0.00015,0.0015,0.015,INCI position 10 + other prior (early zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Heptasodium Hexacarboxymethyl Dipeptide-12,other,11,,5e-05,0.0005,0.005,1.5e-05,0.00015,0.0015,INCI position 11 + other prior (middle zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Acetyl Tetrapeptide-5,other,12,,5e-05,0.0005,0.005,1.5e-05,0.00015,0.0015,INCI position 12 + other prior (middle zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Palmitoyl Tripeptide-38,lipopeptide,13,,3e-05,0.0003,0.003,9e-06,9e-05,0.0009,INCI position 13 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Palmitoyl Pentapeptide-4,lipopeptide,14,,3e-05,0.0003,0.003,9e-06,9e-05,0.0009,INCI position 14 + lipopeptide prior (middle zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Dipeptide-2,other,15,,5e-05,0.0005,0.005,1.5e-05,0.00015,0.0015,INCI position 15 + other prior (middle zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Tripeptide-1,other,16,,5e-05,0.0005,0.005,1.5e-05,0.00015,0.0015,INCI position 16 + other prior (middle zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Hexapeptide-9,other,17,,5e-05,0.0005,0.005,1.5e-05,0.00015,0.0015,INCI position 17 + other prior (middle zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
