record_id,pmid,doi,pmcid,year,title,journal,authors,open_access,full_text_available,source_query,europe_pmc_url
20981308,20981308,10.1155/2010/893080,PMC2958495,2010,"Acne scars: pathogenesis, classification and treatment.",,"Fabbrocini G, Annunziata MC, D'Arco V, De Vita V, Lodi G, Mauriello MC, Pastore F, Monfrecola G.",Y,,acne_devices,https://europepmc.org/article/MED/20981308
17338686,17338686,10.1111/j.1524-4725.2007.33059.x,,2007,The use of fractional laser photothermolysis for the treatment of atrophic scars.,,"Alster TS, Tanzi EL, Lazarus M.",N,,acne_devices,https://europepmc.org/article/MED/17338686
27336945,27336945,10.1097/dss.0000000000000800,,2016,Photodynamic Therapy: A Clinical Consensus Guide.,,"Ozog DM, Rkein AM, Fabi SG, Gold MH, Goldman MP, Lowe NJ, Martin GM, Munavalli GS.",N,,acne_devices,https://europepmc.org/article/MED/27336945
18649382,18649382,10.1002/lsm.20659,,2008,Successful treatment of acneiform scarring with CO2 ablative fractional resurfacing.,,"Chapas AM, Brightman L, Sukal S, Hale E, Daniel D, Bernstein LJ, Geronemus RG.",N,,acne_devices,https://europepmc.org/article/MED/18649382
28063650,28063650,10.1016/j.jid.2016.10.033,PMC5468751,2017,Performing Skin Microbiome Research: A Method to the Madness.,,"Kong HH, Andersson B, Clavel T, Common JE, Jackson SA, Olson ND, Segre JA, Traidl-Hoffmann C.",N,,acne_devices,https://europepmc.org/article/MED/28063650
26470623,26470623,10.1016/j.jaad.2015.07.045,,2015,Pathophysiology of hidradenitis suppurativa: An update.,,"Prens E, Deckers I.",N,,acne_devices,https://europepmc.org/article/MED/26470623
33073298,33073298,10.2340/00015555-3666,PMC9309822,2020,"Combination Treatment with Human Adipose Tissue Stem Cell-derived Exosomes and Fractional CO2 Laser for Acne Scars: A 12-week Prospective, Double-blind, Randomized, Split-face Study.",,"Kwon HH, Yang SH, Lee J, Park BC, Park KY, Jung JY, Bae Y, Park GH.",Y,,acne_devices,https://europepmc.org/article/MED/33073298
27959277,27959277,10.1016/j.mehy.2016.09.024,,2016,Endothelial dysfunction may play a key role in keloid and hypertrophic scar pathogenesis - Keloids and hypertrophic scars may be vascular disorders.,,"Ogawa R, Akaishi S.",N,,acne_devices,https://europepmc.org/article/MED/27959277
17707566,17707566,10.1016/j.pnpbp.2007.07.001,PMC2704911,2008,The neurobiology of retinoic acid in affective disorders.,,"Bremner JD, McCaffery P.",N,,acne_devices,https://europepmc.org/article/MED/17707566
20633798,20633798,10.1016/j.jaad.2009.08.051,,2010,Efficacy and safety of a carbon-dioxide ablative fractional resurfacing device for treatment of atrophic acne scars in Asians.,,"Manuskiatti W, Triwongwaranat D, Varothai S, Eimpunth S, Wanitphakdeedecha R.",N,,acne_devices,https://europepmc.org/article/MED/20633798
33471046,33471046,10.1093/asj/sjab025,,2021,Photobiomodulation: The Clinical Applications of Low-Level Light Therapy.,,Glass GE.,N,,acne_devices,https://europepmc.org/article/MED/33471046
24155530,24155530,10.5978/islsm.20.205,PMC3799034,2011,Is light-emitting diode phototherapy (LED-LLLT) really effective?,,"Kim WS, Calderhead RG.",N,,acne_devices,https://europepmc.org/article/MED/24155530
19354330,19354330,10.2165/00128071-200910030-00002,,2009,The Asian dermatologic patient: review of common pigmentary disorders and cutaneous diseases.,,"Ho SG, Chan HH.",N,,acne_devices,https://europepmc.org/article/MED/19354330
27522005,27522005,10.1016/j.biopha.2016.07.058,,2016,The potential of photodynamic therapy (PDT)-Experimental investigations and clinical use.,,"Oniszczuk A, Wojtunik-Kulesza KA, Oniszczuk T, Kasprzak K.",N,,acne_devices,https://europepmc.org/article/MED/27522005
23904818,23904818,10.1055/s-0032-1329413,PMC3580982,2012,Current Laser Resurfacing Technologies: A Review that Delves Beneath the Surface.,,"Preissig J, Hamilton K, Markus R.",N,,acne_devices,https://europepmc.org/article/MED/23904818
17870527,17870527,10.1016/j.clindermatol.2007.05.005,,2007,Nonablative cutaneous remodeling using radiofrequency devices.,,"Alster TS, Lupton JR.",N,,acne_devices,https://europepmc.org/article/MED/17870527
25409158,25409158,10.1001/jamadermatol.2014.3045,,2015,Use of a picosecond pulse duration laser with specialized optic for treatment of facial acne scarring.,,"Brauer JA, Kazlouskaya V, Alabdulrazzaq H, Bae YS, Bernstein LJ, Anolik R, Heller PA, Geronemus RG.",N,,acne_devices,https://europepmc.org/article/MED/25409158
31613567,31613567,,,2019,Acne Vulgaris: Diagnosis and Treatment.,,"Oge' LK, Broussard A, Marshall MD.",N,,acne_devices,https://europepmc.org/article/MED/31613567
21635618,21635618,10.1111/j.1524-4725.2011.01999.x,,2011,The efficacy of autologous platelet rich plasma combined with ablative carbon dioxide fractional resurfacing for acne scars: a simultaneous split-face trial.,,"Lee JW, Kim BJ, Kim MN, Mun SK.",N,,acne_devices,https://europepmc.org/article/MED/21635618
22913399,22913399,10.1111/j.1524-4725.2012.02547.x,,2012,Radiofrequency in cosmetic dermatology: a review.,,"Lolis MS, Goldberg DJ.",N,,acne_devices,https://europepmc.org/article/MED/22913399
19787413,19787413,10.1007/s10103-009-0734-8,,2010,Fractional photothermolysis--an update.,,"Bogdan Allemann I, Kaufman J.",N,,acne_devices,https://europepmc.org/article/MED/19787413
21198520,21198520,10.1111/j.1440-0960.2010.00657.x,,2010,Adverse effects of isotretinoin: A retrospective review of 1743 patients started on isotretinoin.,,Rademaker M.,N,,acne_devices,https://europepmc.org/article/MED/21198520
20808602,20808602,10.4103/0974-2077.58529,PMC2918341,2009,Microneedling with dermaroller.,,Doddaballapur S.,Y,,acne_devices,https://europepmc.org/article/MED/20808602
29056570,29056570,10.1016/s2213-2600(17)30378-8,,2017,"Activity and safety of AZD3759 in EGFR-mutant non-small-cell lung cancer with CNS metastases (BLOOM): a phase 1, open-label, dose-escalation and dose-expansion study.",,"Ahn MJ, Kim DW, Cho BC, Kim SW, Lee JS, Ahn JS, Kim TM, Lin CC, Kim HR, John T, Kao S, Goldman JW, Su WC, Natale R, Rabbie S, Harrop B, Overend P, Yang Z, Yang JC.",N,,acne_devices,https://europepmc.org/article/MED/29056570
22296284,22296284,10.1111/j.1365-2133.2012.10870.x,,2012,Fractional laser resurfacing for acne scars: a review.,,"Ong MW, Bashir SJ.",N,,acne_devices,https://europepmc.org/article/MED/22296284
17111415,17111415,10.1002/lsm.20412,,2007,Blue and red light combination LED phototherapy for acne vulgaris in patients with skin phototype IV.,,"Lee SY, You CE, Park MY.",N,,acne_devices,https://europepmc.org/article/MED/17111415
27755171,27755171,10.1097/dss.0000000000000924,,2017,Microneedling: A Comprehensive Review.,,"Hou A, Cohen B, Haimovic A, Elbuluk N.",N,,acne_devices,https://europepmc.org/article/MED/27755171
26748836,26748836,10.1111/jocd.12207,,2016,Combined autologous platelet-rich plasma with microneedling verses microneedling with distilled water in the treatment of atrophic acne scars: a concurrent split-face study.,,"Asif M, Kanodia S, Singh K.",N,,acne_devices,https://europepmc.org/article/MED/26748836
16427502,16427502,10.1016/j.clindermatol.2005.10.027,,2006,Laser-mediated photodynamic therapy.,,Alexiades-Armenakas M.,N,,acne_devices,https://europepmc.org/article/MED/16427502
24354616,24354616,10.1111/dsu.12392,,2014,Autologous platelet rich plasma: topical versus intradermal after fractional ablative carbon dioxide laser treatment of atrophic acne scars.,,"Gawdat HI, Hegazy RA, Fawzy MM, Fathy M.",N,,acne_devices,https://europepmc.org/article/MED/24354616
19388012,19388012,10.1002/jcp.21784,PMC4386731,2009,Retinoid-responsive transcriptional changes in epidermal keratinocytes.,,"Lee DD, Stojadinovic O, Krzyzanowska A, Vouthounis C, Blumenberg M, Tomic-Canic M.",N,,acne_devices,https://europepmc.org/article/MED/19388012
27252086,27252086,10.1002/lsm.22540,,2016,The histology of skin treated with a picosecond alexandrite laser and a fractional lens array.,,Tanghetti EA.,N,,acne_devices,https://europepmc.org/article/MED/27252086
23278295,23278295,10.1111/bjd.12186,,2013,"The clinical and histological effect of home-use, combination blue-red LED phototherapy for mild-to-moderate acne vulgaris in Korean patients: a double-blind, randomized controlled trial.",,"Kwon HH, Lee JB, Yoon JY, Park SY, Ryu HH, Park BM, Kim YJ, Suh DH.",N,,acne_devices,https://europepmc.org/article/MED/23278295
34959366,34959366,10.3390/pharmaceutics13122085,PMC8707899,2021,The Development of Third-Generation Tetracycline Antibiotics and New Perspectives.,,"Rusu A, Buta EL.",Y,,acne_devices,https://europepmc.org/article/MED/34959366
19891690,19891690,10.1111/j.1529-8019.2009.01265.x,,2009,Fractional CO2 laser: a novel therapeutic device upon photobiomodulation of tissue remodeling and cytokine pathway of tissue repair.,,"Prignano F, Campolmi P, Bonan P, Ricceri F, Cannarozzo G, Troiano M, Lotti T.",N,,acne_devices,https://europepmc.org/article/MED/19891690
28658462,28658462,10.1001/jamadermatol.2017.2077,,2017,Isotretinoin and Timing of Procedural Interventions: A Systematic Review With Consensus Recommendations.,,"Spring LK, Krakowski AC, Alam M, Bhatia A, Brauer J, Cohen J, Del Rosso JQ, Diaz L, Dover J, Eichenfield LF, Gurtner GC, Hanke CW, Jahnke MN, Kelly KM, Khetarpal S, Kinney MA, Levy ML, Leyden J, Longaker MT, Munavalli GS, Ozog DM, Prather H, Shumaker PR, Tanzi E, Torres A, Velez MW, Waldman AB, Yan AC, Zaenglein AL.",N,,acne_devices,https://europepmc.org/article/MED/28658462
22151943,22151943,10.1111/j.1473-2165.2011.00583.x,,2011,Combination of microneedling and glycolic acid peels for the treatment of acne scars in dark skin.,,Sharad J.,N,,acne_devices,https://europepmc.org/article/MED/22151943
28690124,28690124,10.1016/j.bjps.2017.06.006,,2018,Microneedling: Where do we stand now? A systematic review of the literature.,,"Ramaut L, Hoeksema H, Pirayesh A, Stillaert F, Monstrey S.",N,,acne_devices,https://europepmc.org/article/MED/28690124
16958807,16958807,10.1111/j.1346-8138.2006.00143.x,,2006,Clinical trial of a laser device called fractional photothermolysis system for acne scars.,,"Hasegawa T, Matsukura T, Mizuno Y, Suga Y, Ogawa H, Ikeda S.",N,,acne_devices,https://europepmc.org/article/MED/16958807
29744784,29744784,10.1007/s40257-018-0358-5,,2018,Acne Scarring Management: Systematic Review and Evaluation of the Evidence.,,"Bhargava S, Cunha PR, Lee J, Kroumpouzos G.",N,,acne_devices,https://europepmc.org/article/MED/29744784
25722599,25722599,10.4103/0974-2077.150742,PMC4338464,2014,Split Face Comparative Study of Microneedling with PRP Versus Microneedling with Vitamin C in Treating Atrophic Post Acne Scars.,,Chawla S.,Y,,acne_devices,https://europepmc.org/article/MED/25722599
24527373,24527373,10.1016/j.jccw.2012.11.001,PMC3921236,2012,Skin cell proliferation stimulated by microneedles.,,"Liebl H, Kloth LC.",N,,acne_devices,https://europepmc.org/article/MED/24527373
27672412,27672412,,PMC5023004,2016,"Adverse Effects and Safety of 5-alpha Reductase Inhibitors (Finasteride, Dutasteride): A Systematic Review.",,"Hirshburg JM, Kelsey PA, Therrien CA, Gavino AC, Reichenberg JS.",N,,acne_devices,https://europepmc.org/article/MED/27672412
27788052,27788052,10.1210/jc.2016-2141,,2016,Efficacy and Safety of an Injectable Combination Hormonal Contraceptive for Men.,,"Behre HM, Zitzmann M, Anderson RA, Handelsman DJ, Lestari SW, McLachlan RI, Meriggiola MC, Misro MM, Noe G, Wu FC, Festin MP, Habib NA, Vogelsong KM, Callahan MM, Linton KA, Colvard DS.",N,,acne_devices,https://europepmc.org/article/MED/27788052
16487089,16487089,10.1111/j.1365-2230.2006.02061.x,,2006,Narrowband ultraviolet B (UVB) phototherapy in children.,,"Jury CS, McHenry P, Burden AD, Lever R, Bilsland D.",N,,acne_devices,https://europepmc.org/article/MED/16487089
20028443,20028443,10.1111/j.1468-3083.2009.03551.x,,2010,Non-ablative 1550-nm erbium-glass and ablative 10 600-nm carbon dioxide fractional lasers for acne scars: a randomized split-face study with blinded response evaluation.,,"Cho SB, Lee SJ, Cho S, Oh SH, Chung WS, Kang JM, Kim YK, Kim DH.",N,,acne_devices,https://europepmc.org/article/MED/20028443
16766484,16766484,10.1080/14764170600735912,,2006,Combination blue (415 nm) and red (633 nm) LED phototherapy in the treatment of mild to severe acne vulgaris.,,"Goldberg DJ, Russell BA.",N,,acne_devices,https://europepmc.org/article/MED/16766484
26922302,26922302,10.1002/lsm.22454,,2016,"Treatment of pigmentary disorders in patients with skin of color with a novel 755 nm picosecond, Q-switched ruby, and Q-switched Nd:YAG nanosecond lasers: A retrospective photographic review.",,"Levin MK, Ng E, Bae YS, Brauer JA, Geronemus RG.",N,,acne_devices,https://europepmc.org/article/MED/26922302
24721547,24721547,10.1684/ejd.2014.2309,,2014,Antibiotic stewardship in dermatology: limiting antibiotic use in acne.,,"Dreno B, Thiboutot D, Gollnick H, Bettoli V, Kang S, Leyden JJ, Shalita A, Torres V, Global  Alliance to Improve Outcomes in Acne.",N,,acne_devices,https://europepmc.org/article/MED/24721547
20976801,20976801,10.1002/lsm.20974,,2010,Fractional ablative carbon dioxide laser resurfacing for skin rejuvenation and acne scars in Asians.,,"Chan NP, Ho SG, Yeung CK, Shek SY, Chan HH.",N,,acne_devices,https://europepmc.org/article/MED/20976801
30856634,30856634,10.1097/dss.0000000000001765,,2019,A Review and Update of Treatment Options Using the Acne Scar Classification System.,,"Boen M, Jacob C.",N,,acne_devices,https://europepmc.org/article/MED/30856634
30296534,30296534,10.1016/j.jaad.2018.09.055,PMC6333507,2019,"Approaches to limit systemic antibiotic use in acne: Systemic alternatives, emerging topical therapies, dietary modification, and laser and light-based treatments.",,"Barbieri JS, Spaccarelli N, Margolis DJ, James WD.",N,,acne_devices,https://europepmc.org/article/MED/30296534
25196684,25196684,10.1111/jocd.12095,,2014,Microneedling for acne scars in Asian skin type: an effective low cost treatment modality.,,"Dogra S, Yadav S, Sarangal R.",N,,acne_devices,https://europepmc.org/article/MED/25196684
22487513,22487513,10.1111/j.1524-4725.2012.02402.x,,2012,Evaluation of the clinical efficacy of fractional radiofrequency microneedle treatment in acne scars and large facial pores.,,"Cho SI, Chung BY, Choi MG, Baek JH, Cho HJ, Park CW, Lee CH, Kim HO.",N,,acne_devices,https://europepmc.org/article/MED/22487513
34135880,34135880,10.3389/fmicb.2021.673845,PMC8200545,2021,A Janus-Faced Bacterium: Host-Beneficial and -Detrimental Roles of <i>Cutibacterium acnes</i>.,,"Brüggemann H, Salar-Vidal L, Gollnick HPM, Lood R.",Y,,acne_devices,https://europepmc.org/article/MED/34135880
27127078,27127078,10.1194/jlr.m067942,PMC4878189,2016,Use of lipidomics to investigate sebum dysfunction in juvenile acne.,,"Camera E, Ludovici M, Tortorella S, Sinagra JL, Capitanio B, Goracci L, Picardo M.",N,,acne_devices,https://europepmc.org/article/MED/27127078
26549251,26549251,10.1016/j.jaad.2015.09.024,,2016,Microneedling in skin of color: A review of uses and efficacy.,,"Cohen BE, Elbuluk N.",N,,acne_devices,https://europepmc.org/article/MED/26549251
22766970,22766970,10.1002/lsm.22048,,2012,Fractional CO2 laser resurfacing for atrophic acne scars: a randomized controlled trial with blinded response evaluation.,,"Hedelund L, Haak CS, Togsverd-Bo K, Bogh MK, Bjerring P, Haedersdal M.",N,,acne_devices,https://europepmc.org/article/MED/22766970
18221341,18221341,10.1111/j.1468-3083.2007.02503.x,,2008,"Evidence-based review of lasers, light sources and photodynamic therapy in the treatment of acne vulgaris.",,"Haedersdal M, Togsverd-Bo K, Wulf HC.",N,,acne_devices,https://europepmc.org/article/MED/18221341
16935788,16935788,10.1007/978-1-4419-1298-5,,2006,Photodynamic therapy in dermatology.,,"Babilas P, Landthaler M, Szeimies RM.",N,,acne_devices,https://europepmc.org/article/MED/16935788
25136208,25136208,10.4103/0974-2077.138326,PMC4134658,2014,Fractional CO2 Laser Resurfacing as Monotherapy in the Treatment of Atrophic Facial Acne Scars.,,"Majid I, Imran S.",Y,,acne_devices,https://europepmc.org/article/MED/25136208
21366289,21366289,10.1021/ar1001395,,2011,Biosynthesis of aminovinyl-cysteine-containing peptides and its application in the production of potential drug candidates.,,"Sit CS, Yoganathan S, Vederas JC.",N,,acne_devices,https://europepmc.org/article/MED/21366289
18472060,18472060,10.1016/j.clindermatol.2007.09.006,,2008,Combating photoaging with percutaneous collagen induction.,,"Fernandes D, Signorini M.",N,,acne_devices,https://europepmc.org/article/MED/18472060
27128240,27128240,10.1097/dss.0000000000000746,,2016,Acne Scar Treatment: A Multimodality Approach Tailored to Scar Type.,,"Zaleski-Larsen LA, Fabi SG, McGraw T, Taylor M.",N,,acne_devices,https://europepmc.org/article/MED/27128240
19708872,19708872,10.1111/j.1524-4725.2009.01316.x,,2009,"The efficacy and safety of 10,600-nm carbon dioxide fractional laser for acne scars in Asian patients.",,"Cho SB, Lee SJ, Kang JM, Kim YK, Chung WS, Oh SH.",N,,acne_devices,https://europepmc.org/article/MED/19708872
25388823,25388823,10.1007/s40257-014-0099-z,,2014,Recent advances in acne pathogenesis: implications for therapy.,,"Das S, Reynolds RV.",N,,acne_devices,https://europepmc.org/article/MED/25388823
30029723,30029723,10.1016/bs.vh.2018.02.002,,2018,"Dehydroepiandrosterone Research: Past, Current, and Future.",,"Klinge CM, Clark BJ, Prough RA.",N,,acne_devices,https://europepmc.org/article/MED/30029723
25748556,25748556,10.1038/jid.2015.89,PMC4580730,2015,Acne Treatment Based on Selective Photothermolysis of Sebaceous Follicles with Topically Delivered Light-Absorbing Gold Microparticles.,,"Paithankar DY, Sakamoto FH, Farinelli WA, Kositratna G, Blomgren RD, Meyer TJ, Faupel LJ, Kauvar ANB, Lloyd JR, Cheung WL, Owczarek WD, Suwalska AM, Kochanska KB, Nawrocka AK, Paluchowska EB, Podolec KM, Pirowska MM, Wojas-Pelc AB, Anderson RR.",Y,,acne_devices,https://europepmc.org/article/MED/25748556
21788837,21788837,10.1097/prs.0b013e31821e6fb5,,2011,Treatment of hidradenitis suppurativa with intense pulsed light: a prospective study.,,"Highton L, Chan WY, Khwaja N, Laitung JKG.",N,,acne_devices,https://europepmc.org/article/MED/21788837
27387253,27387253,10.1016/j.bpobgyn.2016.05.003,,2016,Androgen excess: Investigations and management.,,"Lizneva D, Lizneva D, Gavrilova-Jordan L, Walker W, Azziz R.",N,,acne_devices,https://europepmc.org/article/MED/27387253
19226575,19226575,10.1002/lsm.20725,,2009,Evaluation of a novel fractional resurfacing device for treatment of acne scarring.,,"Walgrave SE, Ortiz AE, MacFalls HT, Elkeeb L, Truitt AK, Tournas JA, Zelickson BD, Zachary CB.",N,,acne_devices,https://europepmc.org/article/MED/19226575
33577211,33577211,10.1097/dss.0000000000002972,,2021,Radiofrequency Microneedling: A Comprehensive and Critical Review.,,"Tan MG, Jo CE, Chapas A, Khetarpal S, Dover JS.",N,,acne_devices,https://europepmc.org/article/MED/33577211
31584784,31584784,,,2019,Platelet-Rich Plasma (PRP): Current Applications in Dermatology,,Emer J.,N,,acne_devices,https://europepmc.org/article/MED/31584784
16965424,16965424,10.1111/j.1365-2133.2006.07429.x,,2006,Investigation of the mechanism of action of nonablative pulsed-dye laser therapy in photorejuvenation and inflammatory acne vulgaris.,,"Seaton ED, Mouser PE, Charakida A, Alam S, Seldon PM, Chu AC.",N,,acne_devices,https://europepmc.org/article/MED/16965424
33376377,33376377,10.2147/ccid.s267192,PMC7764156,2020,Microneedling for the Treatment of Scars: An Update for Clinicians.,,"Juhasz MLW, Cohen JL.",Y,,acne_devices,https://europepmc.org/article/MED/33376377
30674002,30674002,10.1007/s40257-019-00423-z,,2019,Topical Retinoids in Acne Vulgaris: A Systematic Review.,,"Kolli SS, Pecone D, Pona A, Cline A, Feldman SR.",N,,acne_devices,https://europepmc.org/article/MED/30674002
23189188,23189188,10.1371/journal.pone.0050205,PMC3506607,2012,Exome analysis identified a novel mutation in the RBP4 gene in a consanguineous pedigree with retinal dystrophy and developmental abnormalities.,,"Cukras C, Gaasterland T, Lee P, Gudiseva HV, Chavali VR, Pullakhandam R, Maranhao B, Edsall L, Soares S, Reddy GB, Sieving PA, Ayyagari R.",Y,,acne_devices,https://europepmc.org/article/MED/23189188
23062156,23062156,,,2012,Diagnosis and treatment of acne.,,"Titus S, Hodge J.",N,,acne_devices,https://europepmc.org/article/MED/23062156
20944910,20944910,10.1590/s0365-05962010000400011,,2010,Photodynamic therapy: a review of the literature and image documentation.,,"Issa MC, Manela-Azulay M.",N,,acne_devices,https://europepmc.org/article/MED/20944910
34719045,34719045,10.1002/lsm.23484,,2022,Energy-based devices for the treatment of Acne Scars: 2022 International consensus recommendations.,,"Salameh F, Shumaker PR, Goodman GJ, Spring LK, Seago M, Alam M, Al-Niaimi F, Cassuto D, Chan HH, Dierickx C, Donelan M, Gauglitz GG, Haedersdal M, Krakowski AC, Manuskiatti W, Norbury WB, Ogawa R, Ozog DM, Paasch U, Victor Ross E, Clementoni MT, Waibel J, Bayat A, Goo BL, Artzi O.",N,,acne_devices,https://europepmc.org/article/MED/34719045
26577703,26577703,10.3109/03639045.2015.1104343,,2016,"A synergistic approach of adapalene-loaded nanostructured lipid carriers, and vitamin C co-administration for treating acne.",,"Jain A, Garg NK, Jain A, Kesharwani P, Jain AK, Nirbhavane P, Tyagi RK.",N,,acne_devices,https://europepmc.org/article/MED/26577703
26470619,26470619,10.1016/j.jaad.2015.07.043,,2015,New and traditional surgical approaches to hidradenitis suppurativa.,,"Danby FW, Hazen PG, Boer J.",N,,acne_devices,https://europepmc.org/article/MED/26470619
25136209,25136209,10.4103/0974-2077.138328,PMC4134659,2014,Evaluation of microneedling fractional radiofrequency device for treatment of acne scars.,,"Chandrashekar BS, Sriram R, Mysore R, Bhaskar S, Shetty A.",Y,,acne_devices,https://europepmc.org/article/MED/25136209
29304516,29304516,10.1055/s-0037-1606096,,2018,Ablative Fractional CO2 Laser for Facial Atrophic Acne Scars.,,"Xu Y, Deng Y.",N,,acne_devices,https://europepmc.org/article/MED/29304516
23426477,23426477,10.1001/2013.jamadermatol.717,,2013,Identification of a homozygous PSTPIP1 mutation in a patient with a PAPA-like syndrome responding to canakinumab treatment.,,"Geusau A, Mothes-Luksch N, Nahavandi H, Pickl WF, Wise CA, Pourpak Z, Ponweiser E, Eckhart L, Sunder-Plassmann R.",N,,acne_devices,https://europepmc.org/article/MED/23426477
19239470,19239470,10.1111/j.1365-2133.2009.09047.x,,2009,Laser and other light therapies for the treatment of acne vulgaris: systematic review.,,"Hamilton FL, Car J, Lyons C, Car M, Layton A, Majeed A.",N,,acne_devices,https://europepmc.org/article/MED/19239470
26735291,26735291,10.3109/14764172.2015.1114638,,2016,The efficacy of conditioned media of adipose-derived stem cells combined with ablative carbon dioxide fractional resurfacing for atrophic acne scars and skin rejuvenation.,,"Zhou BR, Zhang T, Bin Jameel AA, Xu Y, Xu Y, Guo SL, Wang Y, Permatasari F, Luo D.",N,,acne_devices,https://europepmc.org/article/MED/26735291
19582213,19582213,10.3390/ijms10062440,PMC2705500,2009,An updated review of tyrosinase inhibitors.,,Chang TS.,Y,,pigment,https://europepmc.org/article/MED/19582213
22542780,22542780,10.1016/j.mam.2012.04.005,PMC3392421,2012,Understanding age-related macular degeneration (AMD): relationships between the photoreceptor/retinal pigment epithelium/Bruch's membrane/choriocapillaris complex.,,"Bhutto I, Lutty G.",N,,pigment,https://europepmc.org/article/MED/22542780
19345328,19345328,10.1016/j.ccr.2009.02.022,,2009,Oncogenic Braf induces melanocyte senescence and melanoma in mice.,,"Dhomen N, Reis-Filho JS, da Rocha Dias S, Hayward R, Savage K, Delmas V, Larue L, Pritchard C, Marais R.",N,,pigment,https://europepmc.org/article/MED/19345328
17350573,17350573,10.1016/j.cell.2006.12.045,,2007,Central role of p53 in the suntan response and pathologic hyperpigmentation.,,"Cui R, Widlund HR, Feige E, Lin JY, Wilensky DL, Igras VE, D'Orazio J, Fung CY, Schanbacher CF, Granter SR, Fisher DE.",N,,pigment,https://europepmc.org/article/MED/17350573
23210645,23210645,10.1111/bjd.12149,,2013,Epidemiology of acne vulgaris.,,"Bhate K, Williams HC.",N,,pigment,https://europepmc.org/article/MED/23210645
18725614,18725614,10.1503/cmaj.080493,PMC2518177,2008,Identifying unprovoked thromboembolism patients at low risk for recurrence who can discontinue anticoagulant therapy.,,"Rodger MA, Kahn SR, Wells PS, Anderson DA, Chagnon I, Le Gal G, Solymoss S, Crowther M, Perrier A, White R, Vickars L, Ramsay T, Betancourt MT, Kovacs MJ.",N,,pigment,https://europepmc.org/article/MED/18725614
17018421,17018421,10.1080/10934520600873571,,2006,Human health effects from chronic arsenic poisoning--a review.,,"Kapaj S, Peterson H, Liber K, Bhattacharya P.",N,,pigment,https://europepmc.org/article/MED/17018421
19679647,19679647,10.1101/gad.543509,PMC2751970,2009,Increased telomere fragility and fusions resulting from TRF1 deficiency lead to degenerative pathologies and increased cancer in mice.,,"Martínez P, Thanasoula M, Muñoz P, Liao C, Tejera A, McNees C, Flores JM, Fernández-Capetillo O, Tarsounas M, Blasco MA.",N,,pigment,https://europepmc.org/article/MED/19679647
33137293,33137293,10.1016/s2213-8587(20)30364-8,,2020,"Efficacy and safety of setmelanotide, an MC4R agonist, in individuals with severe obesity due to LEPR or POMC deficiency: single-arm, open-label, multicentre, phase 3 trials.",,"Clément K, van den Akker E, Argente J, Bahm A, Chung WK, Connors H, De Waele K, Farooqi IS, Gonneau-Lejeune J, Gordon G, Kohlsdorf K, Poitou C, Puder L, Swain J, Stewart M, Yuan G, Wabitsch M, Kühnen P, Setmelanotide POMC and LEPR Phase 3 Trial Investigators.",N,,pigment,https://europepmc.org/article/MED/33137293
16877429,16877429,10.1167/iovs.06-0122,,2006,Near-infrared autofluorescence imaging of the fundus: visualization of ocular melanin.,,"Keilhauer CN, Delori FC.",N,,pigment,https://europepmc.org/article/MED/16877429
24314839,24314839,10.1016/j.ophtha.2013.10.019,PMC3943618,2014,Risk of scar in the comparison of age-related macular degeneration treatments trials.,,"Daniel E, Toth CA, Grunwald JE, Jaffe GJ, Martin DF, Fine SL, Huang J, Ying GS, Hagstrom SA, Winter K, Maguire MG, Comparison of Age-related Macular Degeneration Treatments Trials Research Group.",N,,pigment,https://europepmc.org/article/MED/24314839
17097400,17097400,10.1016/j.jaad.2006.02.009,,2006,The treatment of melasma: a review of clinical trials.,,"Gupta AK, Gover MD, Nouri K, Taylor S.",N,,pigment,https://europepmc.org/article/MED/17097400
33484633,33484633,10.1016/s0140-6736(21)00136-7,,2021,Adrenal insufficiency.,,"Husebye ES, Pearce SH, Krone NP, Kämpe O.",N,,pigment,https://europepmc.org/article/MED/33484633
30374901,30374901,10.1007/s40257-018-0384-3,PMC6244569,2018,"Toxic Side Effects of Targeted Therapies and Immunotherapies Affecting the Skin, Oral Mucosa, Hair, and Nails.",,"Lacouture M, Sibaud V.",Y,,pigment,https://europepmc.org/article/MED/30374901
17040211,17040211,10.1111/j.1742-7843.2006.pto_429.x,,2006,Comparison of early and late toxic effects of sulfur mustard in Iranian veterans.,,"Balali-Mood M, Hefazi M.",N,,pigment,https://europepmc.org/article/MED/17040211
29884405,29884405,10.1016/j.ophtha.2018.04.037,PMC6195794,2018,Transplantation of Human Embryonic Stem Cell-Derived Retinal Pigment Epithelial Cells in Macular Degeneration.,,"Mehat MS, Sundaram V, Ripamonti C, Robson AG, Smith AJ, Borooah S, Robinson M, Rosenthal AN, Innes W, Weleber RG, Lee RWJ, Crossland M, Rubin GS, Dhillon B, Steel DHW, Anglade E, Lanza RP, Ali RR, Michaelides M, Bainbridge JWB.",Y,,pigment,https://europepmc.org/article/MED/29884405
28842328,28842328,10.1016/j.jid.2017.07.833,,2018,Melanocytes Sense Blue Light and Regulate Pigmentation through Opsin-3.,,"Regazzetti C, Sormani L, Debayle D, Bernerd F, Tulic MK, De Donatis GM, Chignon-Sicard B, Rocchi S, Passeron T.",N,,pigment,https://europepmc.org/article/MED/28842328
