pair_id,left_id,left_name,right_id,right_name,same_session_category,minimum_spacing,rule_title,source_ids,proof_links,evidence_scope
P066,vitc_derivative,Vitamin C derivative,cysteamine,Topical cysteamine,caution,different-session,Antioxidant plus active-load caution,s15; s24; s32; s49; s51; s52,https://pubmed.ncbi.nlm.nih.gov/29104718/; https://pubmed.ncbi.nlm.nih.gov/40062688/; https://pubmed.ncbi.nlm.nih.gov/39555866/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pmc.ncbi.nlm.nih.gov/articles/PMC12730738/; https://pubmed.ncbi.nlm.nih.gov/18161634/,"A vitamin C derivative may coexist in a designed pigment/acne formula, but the exact derivative, oxidant environment, vehicle, and active load matter. Separate independent products while establishing tolerance."
P067,vitc_derivative,Vitamin C derivative,other_pigment,Other pigment serum,caution,different-session,Antioxidant plus active-load caution,s15; s24; s32; s49; s51; s52,https://pubmed.ncbi.nlm.nih.gov/29104718/; https://pubmed.ncbi.nlm.nih.gov/40062688/; https://pubmed.ncbi.nlm.nih.gov/39555866/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pmc.ncbi.nlm.nih.gov/articles/PMC12730738/; https://pubmed.ncbi.nlm.nih.gov/18161634/,"A vitamin C derivative may coexist in a designed pigment/acne formula, but the exact derivative, oxidant environment, vehicle, and active load matter. Separate independent products while establishing tolerance."
P068,vitc_derivative,Vitamin C derivative,peptide,Non-copper peptide serum,compatible,exact formula check,Vitamin-C-derivative and peptide formulas exist,s37; s39; s41,https://pubmed.ncbi.nlm.nih.gov/33038010/; https://pubmed.ncbi.nlm.nih.gov/19134126/; https://pubmed.ncbi.nlm.nih.gov/40029737/,Vitamin C/biopeptide ampoules and vitamin C derivative/retinoid studies support designed coexistence. Verify the full INCI and introduce one change at a time.
P069,vitc_derivative,Vitamin C derivative,copper_peptide,Copper peptide serum,compatible,exact formula check,Co-formulated with a vitamin-C derivative,s62,https://dailymed.nlm.nih.gov/dailymed/getFile.cfm?setid=9b597c62-4b78-1656-e053-2a95a90afaf6&type=pdf,A DailyMed ingredient label lists copper tripeptide-1 with sodium ascorbyl phosphate. The label is for an unapproved product and proves only that this designed vehicle contains the pair; it does not validate arbitrary separate products.
P070,adapalene,Adapalene,tretinoin_conventional,Tretinoin · conventional cream/gel,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P071,adapalene,Adapalene,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P072,adapalene,Adapalene,tazarotene,Tazarotene,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P073,adapalene,Adapalene,otc_retinoid,Retinol / retinal / cosmetic retinoid,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P074,adapalene,Adapalene,aha,AHA · glycolic / lactic acid,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P075,adapalene,Adapalene,bha,BHA · salicylic acid leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P076,adapalene,Adapalene,pha,PHA leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P077,adapalene,Adapalene,enzyme,Enzyme exfoliant / scrub,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P078,adapalene,Adapalene,urea,Urea 10–20% for rough body skin,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P079,adapalene,Adapalene,bpo,Benzoyl peroxide,compatible,none,Evidence-backed combination,s1; s2,https://pubmed.ncbi.nlm.nih.gov/38300170/; source_docs/DailyMed_adapalene_benzoyl_peroxide_label_2026-08-23.pdf,"Adapalene and benzoyl peroxide are combined in FDA-labeled fixed-dose products and recommended in acne guidelines. That supports compatibility, not unlimited frequency or zero irritation."
P080,adapalene,Adapalene,azelaic,Azelaic acid,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P081,adapalene,Adapalene,dapsone,Topical dapsone,compatible,none,Studied in one acne regimen,s19,https://pubmed.ncbi.nlm.nih.gov/20120423/,"A randomized 12-week study evaluated dapsone gel with adapalene without identifying a chemical incompatibility. Individual irritation, prescribing instructions, and the exact vehicles still control use."
P082,adapalene,Adapalene,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P083,adapalene,Adapalene,hocl,Finished hypochlorous-acid spray,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P084,adapalene,Adapalene,hydroquinone,Hydroquinone course,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P085,adapalene,Adapalene,triple_combo,Prescription triple-combination cream,avoid,week,Duplicate prescription actives,s6,source_docs/DailyMed_TriLuma_label_2026-08-23.pdf,Triple-combination cream already contains tretinoin and hydroquinone. Adding a separate retinoid or hydroquinone recreates/duplicates a prescription regimen without formulation or dose control.
P086,adapalene,Adapalene,txa,Topical tranexamic acid,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P087,adapalene,Adapalene,cysteamine,Topical cysteamine,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P088,adapalene,Adapalene,other_pigment,Other pigment serum,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P089,adapalene,Adapalene,peptide,Non-copper peptide serum,caution,different-session,Prescription retinoid plus peptide lane,s33; s34; s35; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://pubmed.ncbi.nlm.nih.gov/20374604/; https://pubmed.ncbi.nlm.nih.gov/32869963/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Peptide co-formulation evidence is strongest for cosmetic retinoids. Prescription retinoids should start in a different session so vehicle, dose, and irritation remain attributable."
P090,adapalene,Adapalene,copper_peptide,Copper peptide serum,caution,different-session,Prescription retinoid plus copper-peptide tolerance split,s10; s48; s57,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://pmc.ncbi.nlm.nih.gov/articles/PMC11830136/,Human GHK-Cu and retinoic-acid comparisons used separate treatment sites rather than a combined layer. Prescription retinoid irritation and the copper-peptide formulation gap make a separate starting session the more attributable choice.
P091,tretinoin_conventional,Tretinoin · conventional cream/gel,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P092,tretinoin_conventional,Tretinoin · conventional cream/gel,tazarotene,Tazarotene,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P093,tretinoin_conventional,Tretinoin · conventional cream/gel,otc_retinoid,Retinol / retinal / cosmetic retinoid,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P094,tretinoin_conventional,Tretinoin · conventional cream/gel,aha,AHA · glycolic / lactic acid,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P095,tretinoin_conventional,Tretinoin · conventional cream/gel,bha,BHA · salicylic acid leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P096,tretinoin_conventional,Tretinoin · conventional cream/gel,pha,PHA leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P097,tretinoin_conventional,Tretinoin · conventional cream/gel,enzyme,Enzyme exfoliant / scrub,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P098,tretinoin_conventional,Tretinoin · conventional cream/gel,urea,Urea 10–20% for rough body skin,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P099,tretinoin_conventional,Tretinoin · conventional cream/gel,bpo,Benzoyl peroxide,separate,different-session,Formulation-specific oxidation,s3,https://pubmed.ncbi.nlm.nih.gov/9990414/,"Conventional, unprotected tretinoin degraded when exposed to benzoyl peroxide plus light in a stability study. Use different sessions unless the exact tretinoin product or prescriber says concurrent use is supported."
P100,tretinoin_conventional,Tretinoin · conventional cream/gel,azelaic,Azelaic acid,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P101,tretinoin_conventional,Tretinoin · conventional cream/gel,dapsone,Topical dapsone,caution,different-session,Retinoid plus prescription acne lane,s5; s48,source_docs/DailyMed_dapsone_gel_label_2026-08-23.pdf; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. The studied dapsone/adapalene exception remains compatible, while other retinoid pairings start apart for tolerance and attribution."
P102,tretinoin_conventional,Tretinoin · conventional cream/gel,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P103,tretinoin_conventional,Tretinoin · conventional cream/gel,hocl,Finished hypochlorous-acid spray,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P104,tretinoin_conventional,Tretinoin · conventional cream/gel,hydroquinone,Hydroquinone course,caution,none,A real prescription combination—not a DIY recipe,s6,source_docs/DailyMed_TriLuma_label_2026-08-23.pdf,"Hydroquinone and tretinoin coexist in an FDA-labeled triple-combination cream. That supports chemical coexistence in a designed formulation, while duration, steroid component, diagnosis, and irritation remain clinician-controlled."
P105,tretinoin_conventional,Tretinoin · conventional cream/gel,triple_combo,Prescription triple-combination cream,avoid,week,Duplicate prescription actives,s6,source_docs/DailyMed_TriLuma_label_2026-08-23.pdf,Triple-combination cream already contains tretinoin and hydroquinone. Adding a separate retinoid or hydroquinone recreates/duplicates a prescription regimen without formulation or dose control.
P106,tretinoin_conventional,Tretinoin · conventional cream/gel,txa,Topical tranexamic acid,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P107,tretinoin_conventional,Tretinoin · conventional cream/gel,cysteamine,Topical cysteamine,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P108,tretinoin_conventional,Tretinoin · conventional cream/gel,other_pigment,Other pigment serum,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P109,tretinoin_conventional,Tretinoin · conventional cream/gel,peptide,Non-copper peptide serum,caution,different-session,Prescription retinoid plus peptide lane,s33; s34; s35; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://pubmed.ncbi.nlm.nih.gov/20374604/; https://pubmed.ncbi.nlm.nih.gov/32869963/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Peptide co-formulation evidence is strongest for cosmetic retinoids. Prescription retinoids should start in a different session so vehicle, dose, and irritation remain attributable."
P110,tretinoin_conventional,Tretinoin · conventional cream/gel,copper_peptide,Copper peptide serum,caution,different-session,Prescription retinoid plus copper-peptide tolerance split,s10; s48; s57,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://pmc.ncbi.nlm.nih.gov/articles/PMC11830136/,Human GHK-Cu and retinoic-acid comparisons used separate treatment sites rather than a combined layer. Prescription retinoid irritation and the copper-peptide formulation gap make a separate starting session the more attributable choice.
P111,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,tazarotene,Tazarotene,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P112,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,otc_retinoid,Retinol / retinal / cosmetic retinoid,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P113,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,aha,AHA · glycolic / lactic acid,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P114,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,bha,BHA · salicylic acid leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P115,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,pha,PHA leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P116,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,enzyme,Enzyme exfoliant / scrub,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P117,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,urea,Urea 10–20% for rough body skin,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P118,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,bpo,Benzoyl peroxide,compatible,none,Protected formulations can be compatible,s4; s18,https://pubmed.ncbi.nlm.nih.gov/20967192/; source_docs/DailyMed_tretinoin_gel_label_2026-08-23.pdf,Microsphere/optimized tretinoin formulations have shown protection or stability with benzoyl peroxide. Verify the exact product—this finding cannot be generalized to every tretinoin cream or gel.
P119,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,azelaic,Azelaic acid,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P120,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,dapsone,Topical dapsone,caution,different-session,Retinoid plus prescription acne lane,s5; s48,source_docs/DailyMed_dapsone_gel_label_2026-08-23.pdf; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. The studied dapsone/adapalene exception remains compatible, while other retinoid pairings start apart for tolerance and attribution."
P121,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P122,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,hocl,Finished hypochlorous-acid spray,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P123,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,hydroquinone,Hydroquinone course,caution,none,A real prescription combination—not a DIY recipe,s6,source_docs/DailyMed_TriLuma_label_2026-08-23.pdf,"Hydroquinone and tretinoin coexist in an FDA-labeled triple-combination cream. That supports chemical coexistence in a designed formulation, while duration, steroid component, diagnosis, and irritation remain clinician-controlled."
P124,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,triple_combo,Prescription triple-combination cream,avoid,week,Duplicate prescription actives,s6,source_docs/DailyMed_TriLuma_label_2026-08-23.pdf,Triple-combination cream already contains tretinoin and hydroquinone. Adding a separate retinoid or hydroquinone recreates/duplicates a prescription regimen without formulation or dose control.
P125,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,txa,Topical tranexamic acid,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P126,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,cysteamine,Topical cysteamine,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P127,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,other_pigment,Other pigment serum,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P128,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,peptide,Non-copper peptide serum,caution,different-session,Prescription retinoid plus peptide lane,s33; s34; s35; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://pubmed.ncbi.nlm.nih.gov/20374604/; https://pubmed.ncbi.nlm.nih.gov/32869963/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Peptide co-formulation evidence is strongest for cosmetic retinoids. Prescription retinoids should start in a different session so vehicle, dose, and irritation remain attributable."
P129,tretinoin_stabilized,Tretinoin · microsphere/optimized/fixed,copper_peptide,Copper peptide serum,caution,different-session,Prescription retinoid plus copper-peptide tolerance split,s10; s48; s57,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://pmc.ncbi.nlm.nih.gov/articles/PMC11830136/,Human GHK-Cu and retinoic-acid comparisons used separate treatment sites rather than a combined layer. Prescription retinoid irritation and the copper-peptide formulation gap make a separate starting session the more attributable choice.
P130,tazarotene,Tazarotene,otc_retinoid,Retinol / retinal / cosmetic retinoid,avoid,week,Multiple retinoid strategies,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Choose one retinoid strategy unless a prescriber explicitly designed the switch. Alternating different retinoids does not create a known benefit and complicates tolerability.
P131,tazarotene,Tazarotene,aha,AHA · glycolic / lactic acid,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P132,tazarotene,Tazarotene,bha,BHA · salicylic acid leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P133,tazarotene,Tazarotene,pha,PHA leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
